cnae_classe;regiao_administrativa;saldo
Atividades de apoio à produção florestal;Itapeva;   -47
Atividades de apoio à produção florestal;Marília;     5
Atividades de apoio à produção florestal;Presidente Prudente;   -42
Atividades de apoio à produção florestal;Região Administrativa Central;     2
Atividades de apoio à produção florestal;Registro;     8
Atividades de apoio à produção florestal;Ribeirão Preto;   -28
Atividades de apoio à produção florestal;São José do Rio Preto;    -1
Atividades de apoio à produção florestal;São José dos Campos;   -74
Atividades de apoio à produção florestal;São Paulo;     4
Atividades de apoio à produção florestal;Sorocaba;   -36
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Araçatuba;     6
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Barretos;     6
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Bauru;     3
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Campinas;   151
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Franca;    48
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Itapeva;     6
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Marília;     0
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Presidente Prudente;     4
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Região Administrativa Central;    26
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Registro;    -5
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Ribeirão Preto;    24
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Santos;   -21
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;São José do Rio Preto;    60
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;São José dos Campos;    30
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;São Paulo;   607
Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;Sorocaba;    35
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Araçatuba;     1
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Barretos;    -7
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Bauru;    -6
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Campinas;   -41
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Franca;     4
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Itapeva;     7
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Marília;     3
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Presidente Prudente;     0
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Região Administrativa Central;     6
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Registro;     0
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Ribeirão Preto;    -3
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Santos;    29
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;São José do Rio Preto;     0
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;São José dos Campos;    38
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;São Paulo;     2
Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Sorocaba;   -54
Atividades de assistência social prestadas em residências coletivas e particulares;Araçatuba;     4
Atividades de assistência social prestadas em residências coletivas e particulares;Barretos;    -1
Atividades de assistência social prestadas em residências coletivas e particulares;Bauru;   -39
Atividades de assistência social prestadas em residências coletivas e particulares;Campinas;    91
Atividades de assistência social prestadas em residências coletivas e particulares;Franca;     6
Atividades de assistência social prestadas em residências coletivas e particulares;Itapeva;    -3
Atividades de assistência social prestadas em residências coletivas e particulares;Marília;    25
Atividades de assistência social prestadas em residências coletivas e particulares;Presidente Prudente;     3
Atividades de assistência social prestadas em residências coletivas e particulares;Região Administrativa Central;    14
Atividades de assistência social prestadas em residências coletivas e particulares;Registro;     1
Atividades de assistência social prestadas em residências coletivas e particulares;Ribeirão Preto;     4
Atividades de assistência social prestadas em residências coletivas e particulares;Santos;   -16
Atividades de assistência social prestadas em residências coletivas e particulares;São José do Rio Preto;   -11
Atividades de assistência social prestadas em residências coletivas e particulares;São José dos Campos;    10
Atividades de assistência social prestadas em residências coletivas e particulares;São Paulo;    84
Atividades de assistência social prestadas em residências coletivas e particulares;Sorocaba;    13
Atividades de associações de defesa de direitos sociais;Araçatuba;  -175
Atividades de associações de defesa de direitos sociais;Barretos;    23
Atividades de associações de defesa de direitos sociais;Bauru;  -242
Atividades de associações de defesa de direitos sociais;Campinas;  -315
Atividades de associações de defesa de direitos sociais;Franca;     5
Atividades de associações de defesa de direitos sociais;Itapeva;   -35
Atividades de associações de defesa de direitos sociais;Marília;   -30
Atividades de associações de defesa de direitos sociais;Presidente Prudente;   -27
Atividades de associações de defesa de direitos sociais;Região Administrativa Central;   768
Atividades de associações de defesa de direitos sociais;Registro;     7
Atividades de associações de defesa de direitos sociais;Ribeirão Preto;   -34
Atividades de associações de defesa de direitos sociais;Santos;  -295
Atividades de associações de defesa de direitos sociais;São José do Rio Preto;   -28
Atividades de associações de defesa de direitos sociais;São José dos Campos;  -239
Atividades de associações de defesa de direitos sociais;São Paulo;   602
Atividades de associações de defesa de direitos sociais;Sorocaba;  -165
Atividades de atenção à saúde humana não especificadas anteriormente;Araçatuba;    -1
Atividades de atenção à saúde humana não especificadas anteriormente;Barretos;     0
Atividades de atenção à saúde humana não especificadas anteriormente;Bauru;   154
Atividades de atenção à saúde humana não especificadas anteriormente;Campinas;   102
Atividades de atenção à saúde humana não especificadas anteriormente;Franca;     1
Atividades de atenção à saúde humana não especificadas anteriormente;Itapeva;     0
Atividades de atenção à saúde humana não especificadas anteriormente;Marília;     2
Atividades de atenção à saúde humana não especificadas anteriormente;Presidente Prudente;    -9
Atividades de atenção à saúde humana não especificadas anteriormente;Região Administrativa Central;     1
Atividades de atenção à saúde humana não especificadas anteriormente;Ribeirão Preto;   -11
Atividades de atenção à saúde humana não especificadas anteriormente;Santos;     3
Atividades de atenção à saúde humana não especificadas anteriormente;São José do Rio Preto;     2
Atividades de atenção à saúde humana não especificadas anteriormente;São José dos Campos;     1
Atividades de atenção à saúde humana não especificadas anteriormente;São Paulo;  1415
Atividades de atenção à saúde humana não especificadas anteriormente;Sorocaba;    54
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Araçatuba;    -1
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Barretos;     0
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Bauru;   -47
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Campinas;   -25
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Franca;    24
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Itapeva;     9
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Marília;    25
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Presidente Prudente;    28
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Região Administrativa Central;   -55
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Registro;    -4
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Ribeirão Preto;   -40
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Santos;    -1
Atividades de atenção ambulatorial executadas por médicos e odontólogos;São José do Rio Preto;   -14
Atividades de atenção ambulatorial executadas por médicos e odontólogos;São José dos Campos;     0
Atividades de atenção ambulatorial executadas por médicos e odontólogos;São Paulo;  -428
Atividades de atenção ambulatorial executadas por médicos e odontólogos;Sorocaba;   -56
